,title,awards.wins,imdb.rating,id
21041,Daddy I'm a Zombie,0,4.4,19353
21042,Marvel One-Shot: Item 47,0,6.7,19354
21043,Araf/Somewhere in Between,6,6.3,19355
21044,Fading Gigolo,2,6.2,19356
21045,Gone Girl,70,8.2,19357
21047,Bad Milo,2,5.7,19358
21048,Vegetarian Cannibal,7,7.2,19359
21049,A Master Builder,0,5.6,19360
21050,Supermarket,0,5.4,19361
21051,Once Upon a Time in Shanghai,0,6.9,19362
21052,Whitewash,2,5.8,19363
21053,Doomsday Book,2,5.9,19364
21054,Born to Hate... Destined to Love,9,6.6,19365
21055,Fresh Guacamole,0,7.3,19366
21056,Birders: The Central Park Effect,0,7.4,19367
21057,Aim High in Creation,0,7.0,19368
21058,Reincarnated,0,6.2,19369
21059,Uncanny,1,7.0,19370
21060,The Spy,1,5.3,19371
21061,The Big Ask,3,4.8,19372
21062,Village People,0,5.5,19373
21063,Aliyah,0,6.2,19374
21064,Juvenile Offender,5,6.6,19375
21065,Liar's Dice,3,7.1,19376
21066,Three Sisters,8,7.1,19377
21067,Parviz,3,7.3,19378
21068,Hotell,2,6.4,19379
21071,Paulette,1,6.6,19380
21072,Shepard & Dark,5,6.3,19381
21075,Rio 2096: A Story of Love and Fury,3,7.1,19382
21076,A Castle in Italy,0,5.6,19383
21077,Think Like a Man Too,2,5.7,19384
21078,Horsehead,1,4.7,19385
21079,The History of Future Folk,3,7.4,19386
21080,Eega,33,8.0,19387
21081,Redirected,2,6.8,19388
21082,Vanishing Pearls: The Oystermen of Pointe a la Hache,0,7.0,19389
21084,Design of Death,5,6.4,19390
21085,Lesson of the Evil,0,6.7,19391
21086,Mansome,0,5.4,19392
21087,Zero Charisma,1,6.3,19393
21088,La cinquième saison,10,7.0,19394
21089,Sound City,2,7.8,19395
21090,Casting Couch,4,4.9,19396
21091,The Great Passage,18,7.5,19397
21092,The Better Angels,0,6.0,19398
21093,Calloused Hands,1,8.3,19399
21094,Moms Mabley: I Got Somethin' to Tell You,3,8.2,19400
21095,Strangerland,0,5.3,19401
21096,The Identical,1,5.0,19402
21097,The Thieves,4,6.8,19403
21098,The Spirit of '45,0,7.0,19404
21099,The Dirties,8,6.7,19405
21100,The Wild Ones,4,5.9,19406
21101,Cine Hollièdy,5,6.8,19407
21102,The Boy in the Mirror,0,6.5,19408
21103,A Patriotic Man,0,6.3,19409
21104,Heart of a Lion,5,7.1,19410
21105,The Summit,4,6.9,19411
21106,Runner Runner,0,5.6,19412
21107,The Brain Man,1,6.6,19413
21108,Return to Nim's Island,0,5.0,19414
21109,Sparks,1,6.1,19415
21110,16 Acres,2,6.7,19416
21111,2 + 2,0,6.3,19417
21112,The World Before Her,6,7.5,19418
21113,Four Moons,2,7.5,19419
21114,Contracted,0,5.2,19420
21115,Body Fat Index of Love,0,5.6,19421
21116,Along the Roadside,2,7.2,19422
21118,First Winter,0,4.7,19423
21119,Mandela: Long Walk to Freedom,10,7.1,19424
21121,Singham Returns,1,5.8,19425
21122,The Weight of the Nation,0,7.4,19426
21123,Asura,0,6.7,19427
21124,Dark Touch,3,4.8,19428
21126,Cas & Dylan,9,6.7,19429
21127,Cinemanovels,2,5.2,19430
21128,East Side Sushi,9,8.3,19431
21129,The Rover,2,6.4,19432
21130,Frances Ha,10,7.4,19433
21131,Interior. Leather Bar.,0,5.2,19434
21132,All the Wilderness,0,5.8,19435
21134,El bosc,1,5.4,19436
21135,We Are the Best!,12,7.2,19437
21136,Some Girl(s),0,4.6,19438
21137,Vanishing Waves,13,6.1,19439
21138,Inequality for All,2,8.0,19440
21139,Omertè,1,6.0,19441
21140,Don Jon,5,6.6,19442
21141,Spieltrieb,0,5.1,19443
21142,Calvary,9,7.4,19444
21143,An Honest Liar,6,7.6,19445
21144,Kano,5,8.0,19446
21145,More Than Honey,9,7.5,19447
21146,Drinking Buddies,1,6.1,19448
21147,Melody,2,6.9,19449
21148,23 Blast,1,6.1,19450
21149,The Real Miyagi,2,9.3,19451
21150,The Hour of the Lynx,0,6.1,19452
21151,American Courtesans,1,6.8,19453
21152,Somewhere in Palilula,7,7.2,19454
21153,White House Down,3,6.4,19455
21154,Run & Jump,3,6.2,19456
21155,Leprechaun: Origins,1,3.3,19457
21156,Free Angela and All Political Prisoners,1,6.7,19458
21157,Jobs,0,5.9,19459
21158,Berserk: The Golden Age Arc II - The Battle for Doldrey,0,7.9,19460
21159,Raanjhanaa,8,7.6,19461
21160,Move,0,6.7,19462
21161,You Are God,1,6.7,19463
21162,Lullaby,1,6.1,19464
21163,A Hijacking,16,7.2,19465
21164,Reaching for the Moon,9,7.0,19466
21165,Wer,0,5.9,19467
21166,A Killer Among Us,0,5.7,19468
21167,Thesis on a Homicide,0,6.3,19469
21168,Alcan Highway,0,6.8,19470
21169,The Source Family,0,6.9,19471
21170,Beyond the Hills,6,7.6,19472
21171,A Short History of Decay,1,6.1,19473
21172,Blood Brother,11,8.2,19474
21173,The Lifeguard,0,5.7,19475
21174,Museum Hours,2,6.9,19476
21175,True Story,0,6.3,19477
21176,Eat with Me,4,6.2,19478
21177,A Christmas Story 2,0,3.3,19479
21178,Road to Ninja: Naruto the Movie,2,7.8,19480
21180,The Billionaire,0,7.9,19481
21181,Blood Glacier,4,5.4,19482
21182,Gabbar Singh,3,7.2,19483
21183,Batman: The Dark Knight Returns Part 1,0,8.0,19484
21184,Mantervention,1,4.5,19485
21185,Echo Planet,3,6.0,19486
21186,Girlfriend Boyfriend,6,6.9,19487
21187,Seeking Asian Female,3,7.4,19488
21188,The Conspiracy,0,6.4,19489
21189,Wrestling Queens,1,5.4,19490
21191,Fruitvale Station,41,7.5,19491
21192,She Made Them Do It,0,6.2,19492
21193,Amiche da morire,2,6.2,19493
21194,Third Person,1,6.4,19494
21195,Teri Meri Kahaani,0,4.7,19495
21196,The Dust Bowl,4,8.1,19496
21198,Berserk: The Golden Age Arc III - The Advent,0,7.9,19497
21199,Goliyon Ki Rasleela Ram-Leela,32,6.2,19498
21200,Hilda,1,6.1,19499
21201,Kai po che!,11,7.7,19500
21202,Sweetwater,0,6.2,19501
21203,Rentaneko,0,7.1,19502
21204,Metal Brothers,0,4.6,19503
21205,Tapia,4,7.6,19504
21206,S#x Acts,6,6.2,19505
21207,Gregory Crewdson: Brief Encounters,0,7.1,19506
21208,A Magnificent Haunting,9,6.6,19507
21209,The Canyons,2,3.9,19508
21211,Concussion,4,5.7,19509
21212,Olympus Has Fallen,1,6.5,19510
21213,My Beautiful Country,5,7.1,19511
21214,We Are the Freaks,0,4.4,19512
21215,The Gatekeepers,10,7.6,19513
21216,The Hobbit: The Battle of the Five Armies,5,7.5,19514
21217,For Those in Peril,6,6.3,19515
21218,Margarita,5,6.2,19516
21219,Architecture 101,3,7.3,19517
21220,Finsterworld,9,6.9,19518
21221,Come Out and Play,0,4.7,19519
21223,Croczilla,1,4.1,19520
21224,Linsanity,2,7.4,19521
21225,God Is the Bigger Elvis,2,7.1,19522
21226,Jimmy P.,0,6.0,19523
21227,Pecoross' Mother and Her Days,4,7.3,19524
21228,Bad 25,2,7.9,19525
21229,Insidious: Chapter 2,2,6.6,19526
21230,Il mundial dimenticato,1,7.6,19527
21231,Enter the Dangerous Mind,0,4.9,19528
21232,Geography Club,2,6.5,19529
21233,Political Animals,4,7.8,19530
21235,Zulu,2,6.7,19531
21237,Consuming Spirits,1,7.8,19532
21238,Villegas,3,6.7,19533
21239,The Maid's Room,1,4.5,19534
21240,A Little Game,2,6.5,19535
21241,Sleeping with the Fishes,2,6.0,19536
21242,Hunting Elephants,0,6.5,19537
21243,Tai Chi Hero,0,6.2,19538
21244,Healing,1,6.7,19539
21245,Imagine I'm Beautiful,8,5.4,19540
21246,Out in the Dark,17,7.6,19541
21247,Heiter bis wolkig,1,6.8,19542
21248,Open Up to Me,3,6.8,19543
21249,Teen Beach Movie,0,5.8,19544
21250,It Felt Like Love,2,5.5,19545
21252,The Expendables 3,1,6.1,19546
21254,Shield of Straw,0,6.3,19547
21255,I Am Big Bird: The Caroll Spinney Story,2,7.2,19548
21256,Rat Fever,23,7.2,19549
21257,Futuro Beach,6,6.3,19550
21258,Liza the Fox-Fairy,9,8.2,19551
21259,Seymour: An Introduction,2,7.7,19552
21260,Jaurès,2,6.5,19553
21261,The Orheim Company,4,7.0,19554
21263,I'm So Excited!,2,5.6,19555
21265,Go for Sisters,2,6.2,19556
21266,Sonja and the Bull,3,7.2,19557
21267,Spud 2: The Madness Continues,0,6.2,19558
21268,Long Way North,0,8.0,19559
21269,Dragon Ball Z: Battle of Gods,7,7.3,19560
21270,These Final Hours,3,6.6,19561
21271,Puss in Boots: The Three Diablos,0,7.1,19562
21272,Mission: Sputnik,1,6.2,19563
21273,The Samurai That Night,1,6.4,19564
21274,Berserk: The Golden Age Arc I - The Egg of the King,3,7.7,19565
21275,Mary and Martha,0,6.8,19566
21276,100 Bloody Acres,1,5.9,19567
21277,22 Jump Street,7,7.1,19568
21278,Head Over Heels 2,0,5.8,19569
21279,Wild,10,7.2,19570
21280,Afflicted,5,6.3,19571
21281,La vida inesperada,1,6.5,19572
21282,Beneath the Harvest Sky,2,6.2,19573
21283,Enemy,19,6.8,19574
21284,If You Build It,1,6.7,19575
21285,Cyanide,1,6.1,19576
21287,A Girl Walks Home Alone at Night,8,7.1,19577
21288,The Zero Theorem,2,6.1,19578
21289,The Last of the Unjust,0,7.0,19579
21291,Bound by Flesh,1,6.4,19580
21292,The Snow on the Pines,2,6.9,19581
21293,Lucia,4,8.5,19582
21294,Hitler's Children,1,7.4,19583
21295,Cheatin',1,7.3,19584
21296,Wildlike,26,7.2,19585
21297,Superman vs. The Elite,1,7.1,19586
21298,Curse of Chucky,2,5.6,19587
21299,Benigni,1,6.5,19588
21300,Dear White People,13,6.3,19589
21301,The Quiet Ones,1,5.1,19590
21302,White Rabbit,6,6.0,19591
21303,Contest,1,5.5,19592
21304,Do I Have to Take Care of Everything?,3,6.7,19593
21305,The Brussels Business,0,6.8,19594
21306,The Right Kind of Wrong,1,6.2,19595
21307,Man from Reno,3,7.1,19596
21308,Girl Walk: All Day,1,7.9,19597
21309,Killing Lincoln,5,6.8,19598
21310,The Green Prince,5,7.1,19599
21311,A Night in Old Mexico,0,5.8,19600
21312,Death of a Shadow,16,7.2,19601
21313,Beyoncè: Life Is But a Dream,0,6.3,19602
21314,Hank and Asha,10,6.3,19603
21315,7 Boxes,6,7.2,19604
21317,Haunter,0,5.9,19605
21318,The Lunchbox,28,7.8,19606
21319,Goodbye World,1,5.5,19607
21321,Cutie and the Boxer,9,7.2,19608
21322,The Berlin File,2,6.7,19609
21323,Blue Ruin,7,7.1,19610
21324,Two Years at Sea,2,6.8,19611
21325,Before Midnight,24,8.0,19612
21326,Daddy's Little Girl,2,5.7,19613
21327,The Man in the Orange Jacket,2,5.5,19614
21328,A Haunted House,1,5.1,19615
21329,The Kiyosu Conference,0,6.9,19616
21330,Soar Into the Sun,0,6.1,19617
21331,Aiyyaa,0,4.3,19618
21332,Differently Molussia,2,7.1,19619
21333,The Book of Life,2,7.3,19620
21334,The Hollow Crown,7,8.4,19621
21335,Inori,1,7.0,19622
21336,Blue Is the Warmest Color,96,7.9,19623
21337,Real,0,5.8,19624
21338,Our Nixon,4,6.6,19625
21340,Informant,2,6.1,19626
21341,A Werewolf Boy,2,7.3,19627
21343,Offline,11,7.1,19628
21344,As One,1,7.2,19629
21345,Kadal,7,5.7,19630
21346,Parkland,0,6.3,19631
21347,Nude Area,0,6.4,19632
21348,Half of a Yellow Sun,0,6.1,19633
21349,Madea's Witness Protection,1,4.7,19634
21350,Lootera,4,7.4,19635
21351,Canopy,1,4.9,19636
21352,Sand Castles,12,8.2,19637
21355,Camille Rewinds,5,6.3,19638
21356,Hitched for the Holidays,0,6.5,19639
21357,$ellebrity,0,5.4,19640
21358,One. Two. One,0,7.2,19641
21359,Wadjda,27,7.6,19642
21361,The Raid 2,3,8.0,19643
21362,Must Have Been Love,1,5.7,19644
21363,Love Is in the Air,0,6.3,19645
21365,Pieta,13,7.2,19646
21366,Homefront,0,6.5,19647
21367,The Final Member,0,6.5,19648
21368,The Grand Seduction,2,7.0,19649
21369,The Girl from Nowhere,2,6.3,19650
21370,Blind Detective,2,6.4,19651
21371,Deepsea Challenge 3D,0,6.7,19652
21372,El rostro,0,5.3,19653
21374,The Dead and the Living,1,5.9,19654
21376,1000 Times Good Night,7,7.1,19655
21378,Bridegroom,9,8.1,19656
21380,Ragnarok,2,5.9,19657
21381,The Hot Flashes,0,5.0,19658
21382,Aashiqui 2,47,7.1,19659
21383,The Devil's Carnival,0,6.5,19660
21384,Room 514,2,6.3,19661
21385,E Aè... Comeu?,0,5.8,19662
21386,Hit & Miss,0,7.9,19663
21387,The Internship,0,6.3,19664
21388,Love in the Buff,2,7.0,19665
21389,The Film Critic,1,6.1,19666
21390,Family United,4,6.3,19667
21391,Chasing Beauty,1,6.1,19668
21392,A Five Star Life,3,6.3,19669
21393,How to Meet Girls from a Distance,0,6.0,19670
21396,Magical Universe,5,7.7,19671
21397,The Grand Budapest Hotel,146,8.1,19672
21398,Forgotten,1,5.8,19673
21399,The SpongeBob Movie: Sponge Out of Water,0,6.1,19674
21400,The Possession of Michael King,0,5.7,19675
21401,OMG: Oh My God!,3,8.2,19676
21402,In a World...,4,6.7,19677
21403,Traffickers,1,6.4,19678
21404,Game Over,0,6.8,19679
21407,Crystal Fairy & the Magical Cactus,1,5.8,19680
21408,Everybody's Got Somebody... Not Me,0,7.0,19681
21410,Five Star,3,5.3,19682
21411,Bicycling with Molière,1,6.6,19683
21412,Little Thirteen,1,5.4,19684
21413,Katy Perry: Part of Me,1,5.9,19685
21414,Louder Than Bombs,0,6.7,19686
21415,Newlyweeds,1,5.7,19687
21416,Fill the Void,13,6.7,19688
21418,Maattrraan,1,5.6,19689
21419,Dark Was the Night,2,5.5,19690
21420,Territory,1,6.4,19691
21421,Macropolis,1,6.7,19692
21422,The Battery,6,6.4,19693
21423,American Dreams in China,19,7.1,19694
21424,Muppets Most Wanted,3,6.5,19695
21426,It's Just a Ride,0,7.5,19696
21427,Bitch Hug,0,6.0,19697
21428,Souls of Zen,0,8.5,19698
21429,The Legend of Sarila,0,5.3,19699
21430,All About You,2,5.8,19700
21431,One Eyed Girl,1,7.7,19701
21432,Me Myself and Mum,15,6.6,19702
21433,Big Easy Express,1,7.5,19703
21434,The Babadook,51,6.9,19704
21435,The Deflowering of Eva Van End,1,6.6,19705
21436,In the Fog,1,6.7,19706
21437,Open Heart,4,6.8,19707
21438,Ostwind - Zusammen sind wir frei,2,6.9,19708
21439,The Great Beauty,62,7.7,19709
21440,Antarctica: A Year on Ice,19,7.6,19710
21441,American Winter,0,7.1,19711
21442,Mushrooming,2,7.0,19712
21443,An American Ghost Story,1,4.4,19713
21444,I Give It a Year,1,5.7,19714
21445,Paziraie sadeh,6,7.1,19715
21446,The Bible,5,7.4,19716
21447,Sweet Micky for President,1,8.8,19717
21448,Magic Mike XXL,0,6.3,19718
21449,Flying Home,2,6.2,19719
21450,21 Ways to Ruin a Marriage,1,6.3,19720
21451,Suzanne,4,6.7,19721
21452,The Dance of Reality,2,7.5,19722
21453,Queen of Montreuil,1,6.4,19723
21455,Vicky Donor,22,7.8,19724
21456,ABCD (Any Body Can Dance),0,6.5,19725
21457,Fifty Shades of Grey,0,4.2,19726
21459,Inch'Allah,7,6.9,19727
21460,Letters to Sofija,1,7.4,19728
21461,Flu,0,6.7,19729
21462,I am Von Hèfler Variation on Werther,0,6.2,19730
21463,Les gamins,1,6.2,19731
21464,The Other Woman,3,6.0,19732
21465,Our Little Differences,0,6.1,19733
21466,Poka noch ne razluchit,0,5.9,19734
21467,Confine,10,3.8,19735
21468,Ustad Hotel,3,8.2,19736
21469,Draft Day,0,6.8,19737
21470,Complicit,2,6.4,19738
21471,An Amish Murder,1,6.3,19739
21472,Mystery Road,9,6.5,19740
21473,White Bird in a Blizzard,0,6.4,19741
21476,Big Hero 6,17,7.9,19742
21477,The Cut,1,6.0,19743
21478,SAGA: Curse of the Shadow,2,4.9,19744
21480,The Gilded Cage,8,7.4,19745
21481,The Man Who Saved the World,3,7.9,19746
21482,On My Way,1,6.4,19747
21483,Every Blessed Day,2,6.8,19748
21485,Shootout at Wadala,0,5.8,19749
21486,Grantham & Rose,0,7.7,19750
21487,Afternoon Delight,1,5.8,19751
21488,White Tiger,0,6.0,19752
21489,Liz in September,1,7.1,19753
21490,Girl Vs. Monster,1,5.7,19754
21491,Qissa: The Tale of a Lonely Ghost,6,6.5,19755
21492,Blue Jasmine,56,7.3,19756
21493,Scooby-Doo! WrestleMania Mystery,0,6.3,19757
21494,PK,2,8.3,19758
21495,Bhaag Milkha Bhaag,50,8.4,19759
21496,An American Terror,1,5.5,19760
21497,Squatters,1,5.7,19761
21499,A Thirsty World,0,7.9,19762
21500,Almost Married,1,4.2,19763
21501,Thank You a Lot,0,7.2,19764
21502,Special 26,0,7.9,19765
21503,Monster Pies,1,6.6,19766
21505,The Education of Mohammad Hussein,0,5.4,19767
21506,Loitering with Intent,0,4.7,19768
21507,Thy Womb,20,7.0,19769
21508,Venus in Fur,6,7.2,19770
21509,Walking the Camino: Six Ways to Santiago,1,7.3,19771
21510,Frequencies,1,6.9,19772
21511,The Other Shore,0,7.7,19773
21512,Get on Up,5,6.9,19774
21513,Stories We Tell,29,7.6,19775
21514,Three Worlds,1,6.5,19776
21515,Kid,3,6.7,19777
21516,Cat Shit One,0,7.1,19778
21517,After Lucia,4,7.2,19779
21519,Moomins on the Riviera,0,6.3,19780
21520,Harry Dean Stanton: Partly Fiction,0,7.3,19781
21521,Paperman,3,8.3,19782
21523,The Barkley Marathons: The Race That Eats Its Young,2,8.6,19783
21524,An Eye for Beauty,0,5.5,19784
21525,Red Obsession,2,6.7,19785
21526,The Challenger Disaster,2,7.3,19786
21527,Palmipèdarium,0,6.6,19787
21528,Butterfly Girl,0,7.9,19788
21529,G.B.F.,3,6.0,19789
21530,Dead Man Talking,1,7.0,19790
21531,Exhibition,0,5.5,19791
21532,Go Goa Gone,0,6.5,19792
21533,Bank$tas,2,4.5,19793
21534,The Keeper of Lost Causes,2,7.1,19794
21535,The Short Game,4,7.5,19795
21536,Delhi Dance,0,7.1,19796
21537,Ti mene nosis,0,7.3,19797
21538,The Fifth Wheel,0,6.5,19798
21540,Fame High,0,6.4,19799
21541,Artifact,2,8.2,19800
21542,Secrets of War,2,6.8,19801
21543,Meet the Patels,4,8.1,19802
21544,Words and Pictures,0,6.6,19803
21545,Jacky in the Kingdom of Women,1,5.9,19804
21546,Dinotasia,0,5.5,19805
21548,Predestination,11,7.4,19806
21551,Ping Pong Summer,2,5.3,19807
21552,The Green Inferno,0,5.7,19808
21553,Belle,13,7.4,19809
21554,The Past,16,7.9,19810
21555,Next Goal Wins,2,7.9,19811
21556,Son of a Gun,0,6.5,19812
21558,The Grump,1,7.0,19813
21560,The Keeping Room,0,7.1,19814
21561,Stockholm Stories,1,6.0,19815
21562,Ask Me Anything,1,6.0,19816
21563,An Episode in the Life of an Iron Picker,5,6.8,19817
21564,Touchy Feely,0,5.3,19818
21565,Balancing Act,5,6.9,19819
21566,Paradise: Hope,0,6.7,19820
21567,Approaching the Elephant,2,7.2,19821
21568,Only Daughter,2,7.0,19822
21569,Ain't Them Bodies Saints,4,6.4,19823
21570,Enough Said,12,7.1,19824
21572,Le Week-End,2,6.3,19825
21574,Women's Day,1,6.0,19826
21575,Twenty Feet from Stardom,21,7.4,19827
21576,The Last Chance: Diary of Comedians,0,7.1,19828
21577,Tip Top,1,4.7,19829
21578,Copperhead,0,5.4,19830
21579,A Bit of Bad Luck,5,7.2,19831
21580,Sexo fècil pelèculas tristes,1,5.9,19832
21581,The Princess of Egypt,0,6.1,19833
21582,Taken 3,0,6.0,19834
21583,Human Capital,42,7.3,19835
21584,Paranormal Activity: The Marked Ones,0,5.0,19836
21585,Charlie Victor Romeo,0,6.2,19837
21586,Spongebob Squarepants 4D Attraction: The Great Jelly Rescue,0,6.5,19838
21587,Pioneer,3,6.0,19839
21588,Baby Blues,3,4.9,19840
21589,8-Ball,2,6.3,19841
21590,Bright Days Ahead,0,6.2,19842
21591,A Heartland Christmas,1,7.3,19843
21592,Rewind This!,0,7.2,19844
21593,The Homesman,3,6.6,19845
21594,Growing Up and Other Lies,1,4.7,19846
21595,The Devil's Violinist,0,6.1,19847
21596,The Wolfpack,4,7.1,19848
21598,West,3,6.6,19849
21600,Me Him Her,0,6.8,19850
21601,Assault on Wall Street,1,6.1,19851
21602,15 Years and One Day,3,5.8,19852
21603,Space Station 76,0,4.9,19853
21605,The Last Light,1,3.6,19854
21606,Avenged,1,5.7,19855
21607,D-Day,5,7.2,19856
21608,Kidnapped for Christ,3,7.2,19857
21609,A Muse,4,6.7,19858
21610,Medeas,7,6.5,19859
21611,1,0,5.5,19860
21612,Goodbye to Language,5,5.9,19861
21613,Richard Pryor: Omit the Logic,2,7.3,19862
21614,The Eternal Zero,4,7.3,19863
21615,Three Many Weddings,6,6.3,19864
21616,Like the Wind,6,6.1,19865
21617,Shed No Tears,2,7.2,19866
21618,The Boy,0,5.9,19867
21619,Ya tozhe khochu,0,6.4,19868
21620,Bears,0,7.4,19869
21621,The Single Moms Club,0,5.0,19870
21622,5 to 7,1,7.0,19871
21623,Die Welt,0,6.3,19872
21624,Narco Cultura,1,7.3,19873
21625,Soulmate,3,5.2,19874
21626,Eskil & Trinidad,0,5.6,19875
21627,Need for Speed,0,6.6,19876
21629,2 States,2,7.1,19877
21630,One Piece Film Z,0,8.0,19878
21631,Venus and Serena,0,6.1,19879
21633,The Sacrament,3,6.1,19880
21634,The Liberator,1,7.1,19881
21635,Oculus,6,6.5,19882
21636,Molly Maxwell,0,6.3,19883
21638,The Weight of Elephants,2,6.6,19884
21639,The Priest's Children,3,6.8,19885
21640,Moon Man,2,6.2,19886
21642,Jimi: All Is by My Side,1,5.6,19887
21643,Desert Dancer,1,5.7,19888
21644,Ek Thi Daayan,0,5.6,19889
21645,The Human Factor,2,5.0,19890
21646,Santa Paws 2: The Santa Pups,1,4.9,19891
21647,Late Phases,2,5.9,19892
21648,All the Light in the Sky,1,6.2,19893
21649,Molly Moon and the Incredible Book of Hypnotism,0,7.8,19894
21650,Something Anything,1,6.3,19895
21651,Licks,2,7.0,19896
21652,Attila Marcel,2,7.0,19897
21653,Our Vinyl Weighs a Ton: This Is Stones Throw Records,0,7.5,19898
21654,Stockholm Pennsylvania,0,6.2,19899
21655,Good Ol' Freda,1,7.3,19900
21656,Poor Us: An Animated History of Poverty,1,6.8,19901
21657,Touch of the Light,9,7.5,19902
21658,The Act of Killing,57,8.2,19903
21659,Violet,0,7.0,19904
21660,Nymphomaniac: Vol. II,15,6.7,19905
21661,Pretty Butterflies,7,6.6,19906
21662,Rhymes for Young Ghouls,2,6.8,19907
21663,Una piccola impresa meridionale,1,6.2,19908
21664,Les Invisibles,4,7.5,19909
21665,The Heat,7,6.6,19910
21666,Paris è tout prix,0,5.6,19911
21667,Mother I Love You,7,7.6,19912
21668,Goodbye to All That,1,5.2,19913
21669,Ring of Fire,0,5.9,19914
21670,Gone Too Far,0,5.3,19915
21672,Lost in Thailand,4,6.3,19916
21673,In the Name of the Son,1,6.4,19917
21674,Heavenly Shift,1,7.6,19918
21675,Oxyana,2,7.1,19919
21676,Lawrence & Holloman,12,8.2,19920
21678,Field of Lost Shoes,1,5.6,19921
21679,Pussy Riot: A Punk Prayer,6,7.0,19922
21680,May in the Summer,0,5.8,19923
21681,Muscle Shoals,4,7.7,19924
21682,Horses of God,6,7.3,19925
21683,Short Term 12,38,8.0,19926
21684,A Field in England,1,6.2,19927
21685,Scorpion in Love,2,5.8,19928
21686,Instructions Not Included,5,7.6,19929
21687,Cruel & Unusual,3,6.6,19930
21688,The Capsule,0,6.2,19931
21690,Cheap Thrills,8,6.8,19932
21691,Shana: The Wolf's Music,1,5.8,19933
21692,I Am Breathing,3,7.1,19934
21693,Witching and Bitching,18,6.4,19935
21694,Open Windows,2,5.2,19936
21695,The Amazing Catfish,9,7.0,19937
21696,36,5,7.1,19938
21697,Best Kept Secret,3,7.5,19939
21698,The Wizards Return: Alex vs. Alex,0,6.6,19940
21699,Min sèsters bèrn i Afrika,0,4.5,19941
21701,Paradise: Faith,6,6.8,19942
21702,Painted Skin: The Resurrection,5,6.3,19943
21703,Lost River,0,5.8,19944
21705,It's Me It's Me,1,6.1,19945
21706,Susie's Hope,5,7.8,19946
21708,The Human Scale,0,7.2,19947
21709,Easy Money III: Life Deluxe,0,6.3,19948
21710,Chuck Norris vs Communism,0,8.1,19949
21711,Anything for Alice,1,5.3,19950
21712,Fuck for Forest,2,5.2,19951
21713,Girl Rising,0,7.2,19952
21714,The Last Five Years,0,6.0,19953
21715,Metalhead,8,7.1,19954
21716,Liz & Dick,3,4.0,19955
21717,The Rambler,0,4.6,19956
21718,Vergiss mein nicht,1,7.6,19957
21719,The Unknown Known,2,7.0,19958
21720,Avengers: Age of Ultron,1,7.8,19959
21722,Carol,2,6.9,19960
21723,Kokoko,1,6.7,19961
21725,Stand Clear of the Closing Doors,4,6.7,19962
21726,Inner Worlds Outer Worlds,2,8.6,19963
21727,Rubinrot,0,6.1,19964
21728,Mardock Scramble: The Third Exhaust,0,6.5,19965
21729,Una famiglia perfetta,3,6.5,19966
