,title,awards.wins,imdb.rating,id
11897,Saathiya,13,7.0,11080
11898,16 Years of Alcohol,4,6.3,11081
11899,11:14,1,7.2,11082
11900,OT: Our Town,5,7.3,11083
11901,Tremors 4: The Legend Begins,0,5.4,11084
11902,Jasper Texas,1,6.4,11085
11903,13 Going on 30,0,6.1,11086
11904,The Rocket Post,1,6.8,11087
11905,Soloalbum,1,6.0,11088
11906,Soldier's Girl,6,8.0,11089
11907,Swimming Pool,4,6.8,11090
11908,Sylvia,1,6.3,11091
11909,Stander,0,7.3,11092
11910,The Star,5,7.3,11093
11911,Humraaz,0,6.4,11094
11912,Envy,0,4.8,11095
11913,Good Boy!,0,5.1,11096
11914,K-9: P.I.,0,5.7,11097
11915,Malibu's Most Wanted,0,5.1,11098
11916,At the First Breath of Wind,0,7.1,11099
11917,Day of the Wacko,5,8.2,11100
11919,Lost in Translation,108,7.8,11101
11920,Dracula II: Ascension,0,4.7,11102
11921,Rugrats Go Wild,0,5.5,11103
11923,Boats Out of Watermelon Rinds,13,7.9,11104
11924,Funny Ha Ha,3,6.4,11105
11925,Kymmenen riivinrautaa,0,5.2,11106
11927,Escape from the Newsroom,0,5.0,11107
11928,Prevrashchenie,0,7.0,11108
11930,Freddy vs. Jason,3,5.8,11109
11931,The Deserted Station,1,6.9,11110
11932,Love Don't Cost a Thing,0,5.0,11111
11933,Wicker Park,0,7.0,11112
11934,Lautlos,2,6.6,11113
11936,Secondhand Lions,0,7.6,11114
11937,Resurrection of the Little Match Girl,3,5.8,11115
11938,Thirteen,16,6.9,11116
11939,Klyuch ot spalni,1,4.8,11117
11940,The Butterfly,1,7.2,11118
11941,The Christmas Shoes,0,6.9,11119
11942,Springtime in a Small Town,4,7.0,11120
11943,Yossi & Jagger,9,7.3,11121
11945,Bomb the System,6,6.6,11122
11946,On the Road,2,6.1,11123
11947,The Snow Walker,8,7.4,11124
11948,Spinning Boris,1,6.7,11125
11949,Over the Hedge,6,6.8,11126
11950,American Wedding,3,6.3,11127
11951,Comedian,0,7.0,11128
11952,Strayed,1,6.6,11129
11953,I Always Wanted to Be a Saint,2,6.1,11130
11954,Monsieur Ibrahim,6,7.5,11131
11955,Don't Move,12,7.1,11132
11956,Together with You,12,7.4,11133
11957,Woman of Water,1,6.7,11134
11959,Women's Prison,2,6.7,11135
11960,Stevie,5,8.0,11136
11961,Lara Croft Tomb Raider: The Cradle of Life,1,5.5,11137
11962,Matchstick Men,0,7.3,11138
11963,Agnivarsha: The Fire and the Rain,0,4.9,11139
11964,Coraline,10,7.7,11140
11965,Common Ground,13,7.8,11141
11966,De kus,3,6.3,11142
11967,Intermission,6,6.9,11143
11968,Edifècio Master,5,8.3,11144
11970,Wondrous Oblivion,3,7.1,11145
11971,9 Dead Gay Guys,2,6.3,11146
11972,Air Bud: Spikes Back,0,3.9,11147
11973,Bright Young Things,0,6.6,11148
11975,September 11,3,7.0,11149
11977,The Sea,10,7.0,11150
11978,The Passion of the Christ,26,7.1,11151
11979,Birth,6,6.1,11152
11980,Ella Enchanted,0,6.3,11153
11982,Rashevski's Tango,0,6.7,11154
11983,Under the Tuscan Sun,0,6.7,11155
11984,Marion Bridge,6,7.0,11156
11986,Off the Map,2,7.3,11157
11987,Hellraiser: Deader,0,4.6,11158
11988,Piglet's Big Movie,0,5.9,11159
11989,Suddenly,21,6.5,11160
11990,When in Rome,0,4.6,11161
11991,God's Sandbox,0,5.5,11162
11992,In My Sleep,6,5.5,11163
11994,Love Object,5,6.5,11164
11995,xXx: State of the Union,0,4.3,11165
11996,Criminal Ways,1,4.0,11166
11997,Devotion,0,6.4,11167
11998,The Company,0,6.4,11168
11999,Vlad,1,3.4,11169
12000,Nicotina,12,6.7,11170
12001,Catch That Kid,0,5.2,11171
12002,Portrait,3,6.9,11172
12003,Beyond the Gates of Splendor,2,7.6,11173
12004,Danny Deckchair,0,6.8,11174
12005,Head in the Clouds,6,6.6,11175
12006,Dandelion,3,7.0,11176
12009,Gone Nutty,0,7.6,11177
12010,The Piano Tuner of EarthQuakes,3,6.4,11178
12011,The Weather Underground,5,7.6,11179
12012,Atlantis: Milo's Return,0,5.0,11180
12013,Last Life in the Universe,7,7.7,11181
12014,Paycheck,2,6.3,11182
12015,The Cheetah Girls,0,4.6,11183
12016,Palabras encadenadas,7,7.2,11184
12018,Dear Wendy,1,6.6,11185
12021,Connie and Carla,1,6.2,11186
12022,Eternal Sunshine of the Spotless Mind,73,8.4,11187
12023,Live Free or Die Hard,4,7.2,11188
12024,Infernal Affairs,23,8.1,11189
12026,From Justin to Kelly,2,2.1,11190
12027,Kopps,5,6.8,11191
12028,The Story of Marie and Julien,0,7.0,11192
12030,Torremolinos 73,15,6.6,11193
12032,10 Minutes,2,7.9,11194
12033,Jaal: The Trap,0,3.9,11195
12035,An Injury to One,1,7.8,11196
12036,The Same River Twice,2,7.1,11197
12037,Mother of Mine,13,7.7,11198
12038,I Robot,2,7.1,11199
12039,The Land Before Time IX: Journey to the Big Water,1,5.7,11200
12040,Cellular,0,6.5,11201
12042,Normal,7,7.3,11202
12043,Games of Love and Chance,15,6.9,11203
12044,Song for a Raggy Boy,14,7.6,11204
12045,Stateside,1,6.0,11205
12046,Being Julia,11,7.1,11206
12047,Dog,1,6.6,11207
12050,Sex Is Zero,1,6.7,11208
12051,Haaveiden kehè,4,6.5,11209
12052,Shopgirl,1,6.4,11210
12053,Stuck on You,0,5.8,11211
12056,That Day,1,6.8,11212
12057,Eila,2,6.5,11213
12058,High Tension,6,6.9,11214
12059,In My Skin,1,6.3,11215
12060,The Polar Express,8,6.6,11216
12061,High Roller: The Stu Ungar Story,3,6.1,11217
12062,Van Helsing,3,6.0,11218
12063,Girls Will Be Girls,5,6.9,11219
12064,Midsummer,1,5.9,11220
12065,Code 46,4,6.3,11221
12066,Four Shades of Brown,5,7.5,11222
12067,Latter Days,3,7.3,11223
12068,Evil,10,7.8,11224
12069,Deewangee,4,6.6,11225
12070,The Missing,2,6.5,11226
12071,Two Brothers,2,7.1,11227
12072,Battle Royale II,2,4.7,11228
12073,Murder in Greenwich,0,6.3,11229
12074,No Rest for the Brave,0,5.9,11230
12075,The Station Agent,30,7.7,11231
12078,A Certain Kind of Death,3,7.5,11232
12079,Unleashed,0,7.0,11233
12080,Manderlay,1,7.4,11234
12081,Tupac: Resurrection,2,8.0,11235
12082,Kings & Queen,11,7.2,11236
12083,Après Vous,1,6.6,11237
12084,Love Comes Softly,2,7.5,11238
12085,The Haunted Mansion,1,4.9,11239
12086,Lucky You,0,5.9,11240
12087,Mr 3000,1,5.5,11241
12088,Monster,29,7.3,11242
12089,What Alice Found,2,6.6,11243
12090,In Order Not to Be Here,1,7.5,11244
12091,Spy Kids 3-D: Game Over,2,4.1,11245
12092,Highwaymen,0,5.7,11246
12094,Ardor,1,6.1,11247
12096,My Flesh and Blood,6,8.4,11248
12097,This Girl's Life,1,5.8,11249
12098,The Barbarian Invasions,48,7.7,11250
12099,Falling Sky,3,6.8,11251
12102,Miffo,3,5.8,11252
12103,Along Came Polly,1,5.9,11253
12104,The Keys to the House,13,7.2,11254
12105,Ek Doctor Ki Maut,3,7.9,11255
12106,In the City,11,6.8,11256
12107,La leggenda di Al John e Jack,0,6.2,11257
12108,Hostage,1,7.3,11258
12109,Iron Jawed Angels,4,7.6,11259
12110,The Aviator,83,7.5,11260
12111,Grande ècole,0,5.9,11261
12112,The Statement,4,6.2,11262
12114,Bhoot,10,6.4,11263
12115,The Web of the Witch,1,7.5,11264
12116,Capturing the Friedmans,26,7.9,11265
12117,Camp,0,6.4,11266
12118,Dopamine,1,5.9,11267
12119,The Green Butchers,7,7.3,11268
12120,A Very Long Engagement,23,7.7,11269
12121,Sniper 2,0,5.1,11270
12124,Bukowski: Born into This,0,7.9,11271
12125,Homeless to Harvard: The Liz Murray Story,4,7.3,11272
12126,Bus 174,11,7.9,11273
12127,Alexandra's Project,3,6.6,11274
12128,Lemony Snicket's A Series of Unfortunate Events,11,6.8,11275
12129,Returner,2,6.5,11276
12130,Helen of Troy,2,6.3,11277
12131,A Decade Under the Influence,2,7.6,11278
12132,The Lost City,2,6.7,11279
12133,Chura Liyaa Hai Tumne,0,3.9,11280
12134,The Coast Guard,3,6.6,11281
12135,Pearls and Pigs,2,6.6,11282
12136,Misa mi,3,5.9,11283
12137,50 First Dates,6,6.8,11284
12138,Calendar Girls,3,6.9,11285
12139,The Mudge Boy,1,7.3,11286
12140,Raja,3,6.4,11287
12141,Undead,3,5.5,11288
12144,The Good Shepherd,5,6.7,11289
12145,15: The Movie,7,6.3,11290
12146,Arthur and the Invisibles,1,6.0,11291
12147,Stealing Rembrandt,1,6.4,11292
12148,Alexander,2,5.5,11293
12150,Khakee,0,7.5,11294
12151,The SpongeBob SquarePants Movie,1,7.0,11295
12152,Cambridge Spies,3,7.7,11296
12153,Dragon Hill. La colina del dragèn,1,5.7,11297
12154,Viva Algeria,0,6.8,11298
12155,The Cat Returns,0,7.3,11299
12156,Superman Returns,14,6.1,11300
12157,Noi the Albino,20,7.4,11301
12158,Ginger Snaps 2: Unleashed,5,6.5,11302
12160,The Five Obstructions,2,7.5,11303
12161,Wolfsburg,3,7.2,11304
12162,Wolf Summer,3,6.0,11305
12163,EuroTrip,0,6.6,11306
12164,Chalte Chalte,0,6.6,11307
12165,Alila,0,6.1,11308
12166,Dog Nail Clipper,8,6.8,11309
12167,Ocean's Twelve,2,6.4,11310
12168,Vampire Effect,10,5.5,11311
12169,De-Lovely,3,6.6,11312
12171,Walk on Water,4,7.4,11313
12172,Godfather,2,8.1,11314
12173,Cowards Bend the Knee or The Blue Hands,1,7.1,11315
12174,Ghost in the Shell 2: Innocence,7,7.6,11316
12175,Steamboy,3,6.9,11317
12176,The Cost of Living,0,6.0,11318
12177,Prisoner of Paradise,2,7.6,11319
12178,Blind Shaft,17,7.6,11320
12179,London Voodoo,5,4.3,11321
12180,Hellbent,1,5.6,11322
12181,Silent Waters,7,7.6,11323
12182,The Flyboys,21,6.9,11324
12183,The King,5,7.9,11325
12184,Distant,28,7.7,11326
12185,Main Hoon Na,8,7.0,11327
12186,Avellaneda's Moon,9,7.3,11328
12187,Miracle,1,7.5,11329
12188,The Family Stone,5,6.3,11330
12189,Chic,3,6.6,11331
12190,Freedomland,1,5.1,11332
12192,The Cathedral,2,7.5,11333
12193,The Life and Death of Peter Sellers,28,7.0,11334
12194,The Science of Sleep,6,7.3,11335
12195,Buenos Aires 100 Km,5,6.8,11336
12196,Kal Ho Naa Ho,32,8.1,11337
12197,Anatomy of Hell,1,4.5,11338
12198,Breakin' All the Rules,1,5.5,11339
12199,Cheaper by the Dozen,2,5.8,11340
12200,Despiser,1,4.1,11341
12201,Raising Helen,0,6.0,11342
12202,Under the Radar,1,6.2,11343
12203,Fighter Pilot: Operation Red Flag,0,6.9,11344
12204,5x2,1,6.7,11345
12206,The Forgotten,0,5.8,11346
12207,Pornography,11,6.4,11347
12208,Sky Captain and the World of Tomorrow,6,6.1,11348
12209,The Magic Gloves,0,6.2,11349
12212,Babusya,12,7.4,11350
12213,The Lost Prince,9,7.9,11351
12214,The End of a Mystery,4,7.0,11352
12215,Save the Green Planet!,11,7.4,11353
12216,Feelings of Mountains and Waters,1,7.4,11354
12217,Onmyoji: The Yin Yang Master,6,6.3,11355
12218,Milk and Honey,1,6.5,11356
12219,Gothika,2,5.8,11357
12220,In My Country,0,6.0,11358
12221,Living with Michael Jackson: A Tonight Special,0,5.6,11359
12222,Mr. & Mrs. Smith,9,6.5,11360
12223,Elektra,0,4.8,11361
12224,Howl's Moving Castle,17,8.2,11362
12225,King Arthur,4,6.3,11363
12226,Take My Eyes,40,7.5,11364
12227,God Is Brazilian,1,5.9,11365
12228,The Diary of Ellen Rimbauer,0,5.5,11366
12229,Cinderella Man,20,8.0,11367
12230,Ek Hasina Thi,2,7.7,11368
12231,The Loser Takes All,2,6.9,11369
12232,Superprodukcja,0,4.8,11370
12233,Wood & Stock: Sexo Orègano e Rock'n'Roll,5,6.0,11371
12234,I Heart Huckabees,2,6.8,11372
12235,Scooby-Doo and the Legend of the Vampire,0,6.5,11373
12236,The Galèndez File,0,5.6,11374
12237,Head-On,25,8.0,11375
12238,The Door in the Floor,4,6.7,11376
12239,Dead & Breakfast,5,5.8,11377
12240,Unprecedented: The 2000 Presidential Election,2,7.8,11378
12241,Hitler: The Rise of Evil,5,7.3,11379
12242,Aniol w Krakowie,2,6.0,11380
12243,The Best of Youth,27,8.5,11381
12244,Most,4,7.9,11382
12245,The Hero: Love Story of a Spy,0,5.1,11383
12246,The True Meaning of Christmas Specials,0,6.7,11384
12247,An Unfinished Life,2,7.0,11385
12248,Sandesham,1,8.7,11386
12249,The Brothers Grimm,2,5.9,11387
12250,Jonny Vang,4,6.3,11388
12251,Conversations with Mother,3,7.3,11389
12252,Dogville Confessions,1,5.9,11390
12253,How to Be Louise,0,7.4,11391
12254,Bodysong,2,6.8,11392
12255,Netaji Subhas Chandra Bose: The Forgotten Hero,1,7.3,11393
12256,Sky. Plane. Girl,0,6.7,11394
12257,Ready Steady Charlie!,1,5.0,11395
12258,Eloise at Christmastime,2,7.0,11396
12259,Live-In Maid,7,7.2,11397
12260,A Cinderella Story,6,5.8,11398
12261,Eloise at the Plaza,2,6.5,11399
12262,Fuse,7,7.3,11400
12263,Darna Mana Hai,0,6.2,11401
12264,The Twilight Samurai,38,8.1,11402
12266,Charlotte's Web 2: Wilbur's Great Adventure,0,4.7,11403
12267,The Bridge of San Luis Rey,1,5.1,11404
12268,Not on the Lips,5,6.4,11405
12269,7 Days in September,1,7.3,11406
12270,Ray,54,7.8,11407
12271,Madagascar,4,6.9,11408
12272,Son frère,2,6.9,11409
12273,Playing 'In the Company of Men',0,6.1,11410
12274,Le coeur des hommes,0,6.5,11411
12275,Ladder 49,1,6.5,11412
12276,Kiss and Run,1,6.2,11413
12277,Mount Head,5,7.1,11414
12278,Facing Windows,21,7.4,11415
12279,Ice Bound,0,6.2,11416
12280,Zhou Yu de huo che,3,6.6,11417
12281,Never Die Alone,0,5.7,11418
12282,The Child I Never Was,3,7.1,11419
12283,Lords of Dogtown,1,7.1,11420
12284,Homerun,1,6.4,11421
12286,In Your Hands,8,7.0,11422
12287,LOC: Kargil,3,5.0,11423
12288,Stitch! The Movie,0,6.1,11424
12289,Nathalie...,0,6.4,11425
12290,Mods,1,6.2,11426
12291,So Normal,1,6.8,11427
12292,Thirteen Chimes,0,5.1,11428
12293,Walking Tall,0,6.2,11429
12294,The Far Side of the Moon,5,7.2,11430
12295,The Skulls III,0,4.8,11431
12296,Sky Blue,1,6.8,11432
12297,The Crow: Wicked Prayer,0,3.0,11433
12298,Summer in the Golden Valley,6,7.3,11434
12299,Memories of Murder,14,8.1,11435
12300,Riding the Bullet,0,5.2,11436
12301,Dark Woods,1,6.4,11437
12302,The Ballad of Jack and Rose,5,6.8,11438
12303,Anchorman: The Legend of Ron Burgundy,1,7.3,11439
12304,Undertow,3,6.7,11440
12305,Blade: Trinity,0,5.9,11441
12306,Flag Wars,3,6.9,11442
12307,H.H. Holmes: America's First Serial Killer,1,6.5,11443
12308,Robots,2,6.3,11444
12309,Julie and Jack,1,2.5,11445
12310,Johnson Family Vacation,0,4.2,11446
12311,Walk the Line,44,7.9,11447
12312,Churchill: The Hollywood Years,0,5.0,11448
12313,A Thousand Peace Clouds Encircle the Sky,5,5.8,11449
12314,A Home at the End of the World,1,6.8,11450
12315,Stella Street,2,5.8,11451
12316,Sansa,1,7.2,11452
12317,Bride & Prejudice,0,6.2,11453
12318,Inglourious Basterds,138,8.3,11454
12319,Son of the Mask,2,2.1,11455
12320,Spin,2,6.5,11456
12321,Ginger Snaps Back: The Beginning,0,5.9,11457
12322,Moon Child,1,6.7,11458
12323,A Way of Life,10,6.7,11459
12324,Harold & Kumar Go to White Castle,0,7.2,11460
12325,Millions,2,7.0,11461
12326,Tiresia,1,6.6,11462
12327,Rick,1,6.1,11463
12328,Long Gone,4,8.5,11464
12329,Dodgeball: A True Underdog Story,2,6.7,11465
12330,The Myth,1,6.1,11466
12331,The Upside of Anger,5,6.9,11467
12332,Betty Blowtorch: And Her Amazing True Life Adventures,1,7.6,11468
12333,Trilogy: The Weeping Meadow,2,7.8,11469
12334,Blessing Bell,2,7.3,11470
12336,The Secret Life of Walter Mitty,6,7.4,11471
12337,Beyond the Sea,0,6.7,11472
12338,Virumandi,1,8.1,11473
12339,Flight from Death: The Quest for Immortality,5,7.6,11474
12340,Man with the Screaming Brain,0,5.6,11475
12341,The Matador,2,6.8,11476
12342,Shaun of the Dead,12,8.0,11477
12343,Tenacious D in The Pick of Destiny,0,6.8,11478
12344,Duma,1,7.3,11479
12345,Rolling Family,4,6.6,11480
12346,Raise Your Voice,2,5.9,11481
12347,Kinsey,20,7.1,11482
12348,Happy Endings,0,6.5,11483
12349,Babylon A.D.,0,5.6,11484
12350,State of Play,16,8.6,11485
12351,Syriana,14,7.0,11486
12352,Bright Future,5,7.0,11487
12353,You Got Served,1,3.4,11488
12355,Five Children and It,2,5.6,11489
12356,The Final Cut,1,6.2,11490
12357,Goldfish Memory,10,6.4,11491
12358,Ju-on: The Grudge,1,6.7,11492
12359,Love Me If You Dare,5,7.7,11493
12360,Dating Games People Play,1,5.0,11494
12361,Kept and Dreamless,10,7.2,11495
12362,Calcutta Mail,0,5.9,11496
12363,Power Trip,4,7.4,11497
12365,Fahrenheit 9/11,29,7.5,11498
12366,Father and Son,2,6.6,11499
12367,Black Cloud,6,6.0,11500
12368,Double Dare,7,7.4,11501
12369,A Dirty Shame,1,5.1,11502
12370,Red Lights,0,6.8,11503
12371,A Tale of Two Sisters,15,7.3,11504
12373,Illusive Tracks,4,6.9,11505
12374,The Woodsman,8,7.3,11506
12375,Comic Book: The Movie,3,5.9,11507
12376,Purple Butterfly,2,5.9,11508
12377,Gongofer,1,7.1,11509
12378,Notre musique,2,7.0,11510
12379,Captive,5,7.5,11511
12380,44 Minutes: The North Hollywood Shoot-Out,0,6.5,11512
12381,Noise,6,5.5,11513
12382,Freeze Frame,4,6.4,11514
12383,Monobloc,5,4.9,11515
12384,Intimate Strangers,0,7.1,11516
12385,Taking Lives,0,6.2,11517
12386,The Revolution Will Not Be Televised,13,8.5,11518
12387,Grimm,1,6.3,11519
12388,Oldboy,24,8.4,11520
12389,The Assassination of Richard Nixon,2,7.0,11521
12390,Prime Suspect 6: The Last Witness,0,8.3,11522
12391,Anacondas: The Hunt for the Blood Orchid,0,4.5,11523
12392,Revolver,1,6.5,11524
12393,Seducing Doctor Lewis,15,7.4,11525
12394,Zero Day,7,7.4,11526
12395,The Jacket,1,7.1,11527
12396,Idiot,2,8.6,11528
12397,Lost Embrace,10,7.0,11529
12398,Constantine,3,6.9,11530
12399,We Don't Live Here Anymore,3,6.4,11531
12400,The Terminal,5,7.3,11532
12401,Aragami,1,6.9,11533
12402,Ishq Vishk,5,6.1,11534
12403,At Five in the Afternoon,3,6.9,11535
12404,Lymelife,1,7.1,11536
12405,Jailbait,2,6.1,11537
12406,Qayamat: City Under Threat,3,4.6,11538
12407,Everyday People,0,6.7,11539
12408,Gemini,0,6.2,11540
12409,Chasing Liberty,0,6.1,11541
12410,The Real Cancun,0,2.7,11542
12411,Gozu,5,7.1,11543
12412,The Machinist,10,7.7,11544
12413,Palindromes,0,6.8,11545
12414,Kleinruppin forever,0,6.3,11546
12415,Elephant,8,7.2,11547
12416,Young Gods,1,4.6,11548
12418,Valiant,0,5.6,11549
12419,Assisted Living,4,6.7,11550
12420,Little Black Book,0,5.2,11551
12422,Seeing Other People,2,5.9,11552
12423,The Box,0,5.6,11553
12424,Shara,0,7.9,11554
12425,New York Minute,0,4.8,11555
12426,Down to the Bone,8,6.7,11556
12427,The Chronicles of Narnia: The Lion the Witch and the Wardrobe,15,6.9,11557
12428,10.5,2,4.5,11558
12429,Neo Ned,10,7.2,11559
12430,Aileen: Life and Death of a Serial Killer,2,7.2,11560
12431,The Red Colored Grey Truck,6,7.4,11561
12432,Falling Angels,4,6.9,11562
12434,A Talking Picture,1,6.7,11563
12435,Happy Feet,19,6.5,11564
12437,Forest,3,6.9,11565
12438,Shut Up and Kiss Me!,1,4.5,11566
12441,Confessions of a Teenage Drama Queen,1,4.5,11567
12442,Tell No One,12,7.6,11568
12443,The Life Aquatic with Steve Zissou,4,7.3,11569
12444,GhostWatcher,1,4.1,11570
12445,2LDK,1,7.0,11571
12446,When the Last Sword is Drawn,4,7.7,11572
12447,Wimbledon,0,6.3,11573
12448,Wild Side,6,6.5,11574
12449,Svidd neger,0,6.6,11575
12450,Winter Solstice,0,6.2,11576
12451,Scary Movie 4,1,5.1,11577
12452,Trauma,1,4.7,11578
12453,Caterina in the Big City,4,6.9,11579
12454,Downfall,25,8.3,11580
12455,The Blind Swordsman: Zatoichi,21,7.6,11581
12456,Secret Window,0,6.6,11582
12457,Hair High,0,6.9,11583
12458,Spring Subway,1,7.0,11584
12459,The Red Baron,0,6.3,11585
12460,Peas at 5:30,1,7.1,11586
12462,The Hollow,0,4.5,11587
12463,The Room,1,3.5,11588
12464,Stage Beauty,3,7.2,11589
12467,Secret Santa,3,6.1,11590
12468,Crimson Gold,4,7.6,11591
12469,Asterix and the Vikings,0,6.0,11592
12470,Chicken Little,3,5.8,11593
12471,Che: Part Two,3,6.9,11594
12472,Main Madhuri Dixit Banna Chahti Hoon!,0,6.3,11595
12473,Munna Bhai M.B.B.S.,17,8.4,11596
12474,Pithamagan,9,8.3,11597
12475,Closer,23,7.3,11598
12476,A Day Without a Mexican,3,4.7,11599
12478,Hum Tum,13,7.1,11600
12479,It's Not You It's Me,4,6.7,11601
12480,Star Runner,1,5.3,11602
12481,Squint Your Eyes,14,6.8,11603
12483,Acacia,1,5.8,11604
12484,Heights,1,7.0,11605
12485,Insatiability,1,4.2,11606
12486,Seven Dwarfs,5,4.7,11607
12487,People of Rome,1,6.4,11608
12488,Jindabyne,11,6.4,11609
12490,Saint Ralph,6,7.6,11610
12492,Ask the Dust,0,5.8,11611
12493,Day and Night,2,6.5,11612
12494,The Constant Gardener,35,7.5,11613
12495,Farscape: The Peacekeeper Wars,4,8.2,11614
12496,The Saddest Music in the World,7,7.2,11615
12497,Deuce Bigalow: European Gigolo,1,4.6,11616
12498,Lisbela and the Prisoner,12,7.5,11617
12499,Vaali,3,7.8,11618
12500,A Love Movie,7,5.5,11619
12501,The Heart Is Deceitful Above All Things,1,6.6,11620
12502,The Princess Diaries 2: Royal Engagement,1,5.7,11621
12503,Four Christmases,1,5.6,11622
12504,The Preacher,2,6.8,11623
12505,Jasmine Flower,2,6.6,11624
12506,Just Bea,1,5.3,11625
12508,Nomad: The Warrior,0,6.0,11626
12509,Open Water,2,5.7,11627
12510,Warriors of Heaven and Earth,8,6.4,11628
12511,Bewitched,1,4.8,11629
12513,Kaakha..Kaakha: The Police,5,7.9,11630
12514,Hipnos,1,5.4,11631
12515,Good Bye Dragon Inn,12,7.1,11632
12516,Into the Blue,1,5.8,11633
12517,The Land Before Time X: The Great Longneck Migration,0,6.1,11634
12518,Little Longnose,2,6.6,11635
12519,Naechureol siti,1,5.8,11636
12520,They Came Back,2,5.9,11637
12521,Tom Tom the Piper's Son,1,6.5,11638
12523,Los Angeles Plays Itself,2,7.9,11639
12525,Tears for Sale,1,6.9,11640
12526,Paper Clips,10,7.4,11641
12527,Army of Valhalla,1,5.4,11642
12528,America's Heart & Soul,1,4.6,11643
12529,The Deal,2,7.0,11644
12530,White Chicks,2,5.4,11645
12531,The Wedding Party,1,6.6,11646
12532,Walter,1,7.5,11647
12534,Before the Fall,8,7.5,11648
12535,Silent Hill,0,6.6,11649
12536,Uno,5,6.9,11650
12537,Around the Bend,4,6.5,11651
12538,Lonesome Jim,1,6.6,11652
12539,Somnambulance,0,6.7,11653
12540,Cat Soup,1,7.8,11654
12541,Ellis in Glamourland,3,5.8,11655
12542,New Police Story,7,7.0,11656
12543,Dust to Glory,0,7.4,11657
12544,Beat the Drum,8,7.2,11658
12545,It's All Gone Pete Tong,11,7.4,11659
12546,Accused,7,7.1,11660
12548,After the Sunset,0,6.3,11661
12549,Mysterious Skin,5,7.7,11662
12550,The Wendell Baker Story,1,5.5,11663
12551,The Story of the Weeping Camel,12,7.5,11664
12552,Kontroll,19,7.7,11665
12553,Tere Naam,5,7.2,11666
12554,Anniyan,13,8.1,11667
12555,Pizza,1,5.8,11668
12556,Cube Zero,3,5.7,11669
12557,Ward 13,11,7.9,11670
12558,Imaginary Witness: Hollywood and the Holocaust,2,7.5,11671
12559,Leatherheads,0,6.0,11672
12560,A Hole in My Heart,0,4.6,11673
12561,In Orange,11,6.6,11674
12562,My Summer of Love,9,6.8,11675
12563,Rosario Tijeras,3,6.4,11676
12564,Cool!,1,5.3,11677
12565,The Da Vinci Code,5,6.5,11678
12566,Green Tea,2,6.9,11679
12567,Stealth,0,5.0,11680
12568,The Tuner,4,7.7,11681
12569,Barbie of Swan Lake,0,6.1,11682
12571,She Hate Me,1,5.3,11683
12572,Renaissance,2,6.7,11684
12573,The Black Dahlia,5,5.6,11685
12574,Mickybo and Me,1,7.3,11686
12575,The Village,5,6.5,11687
12576,Asambhav,0,3.6,11688
12577,Are We There Yet?,1,4.5,11689
12578,32A,1,6.5,11690
12579,Guess Who,0,5.9,11691
12580,Saints and Soldiers,16,6.8,11692
12581,Adventures of Arsene Lupin,0,5.4,11693
12582,Gangaajal,3,7.9,11694
12583,Running on Karma,8,6.7,11695
12584,Sugar,1,5.9,11696
12585,Black,28,8.3,11697
12586,Racing Stripes,0,5.2,11698
12587,X-Men: The Last Stand,7,6.8,11699
12588,Bill Maher: Victory Begins at Home,0,7.1,11700
12589,Football Days,3,6.2,11701
12590,The Visual Bible: The Gospel of John,1,7.7,11702
12591,A Touch of Spice,11,7.6,11703
12592,Oyster Farmer,0,6.7,11704
12593,Before Sunset,15,8.1,11705
12595,BloodRayne,0,2.8,11706
12598,My Big Fat Independent Movie,2,3.3,11707
12599,Hitch,4,6.7,11708
12600,Silmido,7,7.2,11709
12601,Cachè (Hidden),29,7.3,11710
12602,Loverboy,1,5.5,11711
12603,Okkadu,10,8.1,11712
12604,Pippi Longstocking,1,7.0,11713
12605,Soul Plane,0,4.3,11714
12606,Ju-on: The Grudge 2,0,6.3,11715
12607,The Sea Inside,66,8.1,11716
12608,Trench Road,1,6.2,11717
12609,Roads to Koktebel,5,7.0,11718
12610,The Stroll,4,7.5,11719
12611,Whitecoats,0,5.6,11720
12613,Dragon Wars: D-War,0,3.6,11721
12614,My Architect,8,7.4,11722
12615,School for Seduction,0,5.1,11723
12616,Monster-in-Law,1,5.4,11724
12617,Mean Girls,7,7.0,11725
12618,Good Morning Night,10,7.2,11726
12619,Mickey Donald Goofy: The Three Musketeers,1,6.4,11727
12620,Poor Poor Pavel,2,6.8,11728
12621,Kill Bill: Vol. 2,21,8.0,11729
12622,Free Radicals,0,6.3,11730
12623,Travelers and Magicians,2,7.5,11731
12624,Touch of Pink,0,6.6,11732
12625,United,1,6.2,11733
12626,The Young Visiters,1,7.0,11734
12628,Maqbool,8,8.2,11735
12629,The Pacific,24,8.3,11736
12630,Bobby Jones: Stroke of Genius,0,6.6,11737
12631,Vibrator,22,7.1,11738
12634,Mean Creek,4,7.3,11739
12635,Gnomeo & Juliet,2,6.0,11740
12636,Pretty Persuasion,1,6.6,11741
12637,Cargo,0,6.2,11742
12639,My Brother-In-Law,2,6.4,11743
12640,Mendy,2,6.0,11744
12641,See This Movie,2,5.5,11745
12642,Moog,1,6.2,11746
12644,The Corporation,11,8.2,11747
12645,Dying at Grace,4,8.3,11748
12648,Proteus,0,6.6,11749
12649,Savage Grace,1,5.9,11750
12650,The Football Factory,1,6.9,11751
